Key,SourceString
NAME_ID_ITEM_EQUIP_HELM_ODORIKONOTHIARA,"踊り子の額飾り"
NAME_ID_ITEM_EQUIP_HELM_TENCHIRAIMEISHINOKANMURI,"Druid Cap"
NAME_ID_ITEM_EQUIP_HELM_URANAISHINOZUKIN,"Fortune Teller Hood"
NAME_ID_ITEM_EQUIP_HELM_ASOBININNOBOUSHI,"Gadabout Hat"
NAME_ID_ITEM_EQUIP_HELM_MADOUSHINOBOUSHI,"Wizard's Hat"
NAME_ID_ITEM_EQUIP_HELM_MAHOUSAKURETTO,"Magic Circlet"
NAME_ID_ITEM_EQUIP_HELM_SHINKANNOBOUSHI,"Minister Mitre"
NAME_ID_ITEM_EQUIP_HELM_KATARIBENOBOUSHI,"Storyteller's Hat"
NAME_ID_ITEM_EQUIP_HELM_BANDEDDOBANDO,"Brigand's Band"
NAME_ID_ITEM_EQUIP_HELM_GENBUNOKABUTO,"Black Turtle Helmet"
NAME_ID_ITEM_EQUIP_HELM_SHISAINOBOUSHI,"Pastor's Hat"
NAME_ID_ITEM_EQUIP_HELM_KIJYUTSUSHINOBOUSHI,"Illusionist's Hat"
NAME_ID_ITEM_EQUIP_HELM_PURACHINAHERUMU,"Platinum Helm"
NAME_ID_ITEM_EQUIP_HELM_FENSAHATTO,"Fencing Hat"
NAME_ID_ITEM_EQUIP_HELM_MIZUNOSAKURETTO,"Flowing Circlet"
NAME_ID_ITEM_EQUIP_HELM_FURUTSUWAMONONOKABUTO,"Veteran's Helm"
NAME_ID_ITEM_EQUIP_HELM_YAIBANOHACHIGANE,"Spiked Circlet"
NAME_ID_ITEM_EQUIP_HELM_SENSEIJYUTSUSHINOTABAN,"Astrologer Turban"
NAME_ID_ITEM_EQUIP_HELM_HEVIHERUMU,"Heavy Helmet"
NAME_ID_ITEM_EQUIP_HELM_MUHOUMONONOBANDANA,"Freebooter's Bandana"
NAME_ID_ITEM_EQUIP_HELM_TOREJYAKYAPPU,"Treasure Cap"
NAME_ID_ITEM_EQUIP_HELM_INTERIHATTO,"Scholar's Cap"
NAME_ID_ITEM_EQUIP_HELM_MASUTAHATTO,"Master Hat"
NAME_ID_ITEM_EQUIP_HELM_KOBUDOUNOZUKIN,"Kobudo Hood"
NAME_ID_ITEM_EQUIP_HELM_GOSHIKKUMITORA,"Gothic Mitre"
NAME_ID_ITEM_EQUIP_HELM_GOSIKKUHATTO,"Gothic Hat"
NAME_ID_ITEM_EQUIP_HELM_TSUKINOSAKURETTO,"Moon Circlet"
NAME_ID_ITEM_EQUIP_HELM_SUPAIKUBAIZA,"Spike Visor"
NAME_ID_ITEM_EQUIP_HELM_NOBURUHATTO,"Noble Hat"
NAME_ID_ITEM_EQUIP_HELM_KURAUNHATTO,"Clown Hat"
NAME_ID_ITEM_EQUIP_HELM_KYUUDOUSHANOHACHIMAKI,"Seeker's Headband"
NAME_ID_ITEM_EQUIP_HELM_SEIKISHINOHERUMU,"Holy Knight Helm"
NAME_ID_ITEM_EQUIP_HELM_DAIKENJYANOMITORA,"Supreme Sage's Mitre"
NAME_ID_ITEM_EQUIP_HELM_SASURAINOBOUSHI,"Errant Hat"
NAME_ID_ITEM_EQUIP_HELM_HITSUJINOZUKIN,"Sheep Hood"
NAME_ID_ITEM_EQUIP_HELM_KURIMUZONHERUMU,"Crimson Helm"
NAME_ID_ITEM_EQUIP_HELM_OUGUNSHINOKABUTO,"Royal Soldier Helmet"
NAME_ID_ITEM_EQUIP_HELM_REIBUNHEDDO,"Raven Hood"
NAME_ID_ITEM_EQUIP_HELM_TAIMANOBOUSHI,"Exorcism Hat"
NAME_ID_ITEM_EQUIP_HELM_GAIKANOHERUMU,"Valkyrie Helm"
NAME_ID_ITEM_EQUIP_HELM_KOURYUUNOHACHIMAKI,"Yellow Dragon Band"
NAME_ID_ITEM_EQUIP_HELM_VAIPAHATTO,"Viper Hat"
NAME_ID_ITEM_EQUIP_HELM_MAGISHIMETTO,"Technomancer Helm"
NAME_ID_ITEM_EQUIP_HELM_GOKUJYUUNOBOUSHI,"Hell Beast Hat"
NAME_ID_ITEM_EQUIP_HELM_MAITENOHEABANDO,"Performer's Hairband"
NAME_ID_ITEM_EQUIP_HELM_FUKAFUKAKYAPPU,"ふ化ふ化キャップ"
NAME_ID_ITEM_EQUIP_HELM_GOKIGENNABOUSHI,"Cheerful Hat"
NAME_ID_ITEM_EQUIP_HELM_ROTONOKABUTO,"Erdrick's Helmet"
NAME_ID_ITEM_EQUIP_HELM_ENZERUSURAIMUBOU,"Angel Slime Cap"
NAME_ID_ITEM_EQUIP_UPARMOR_KAWANOYOROI,"Leather Armor"
NAME_ID_ITEM_EQUIP_UPARMOR_ASANOFUKU,"Linen Attire"
NAME_ID_ITEM_EQUIP_UPARMOR_ETENENOFUKU,"Ethene Top"
NAME_ID_ITEM_EQUIP_UPARMOR_OGANOMURABITOFUKU,"Ogre Villager Clothes"
NAME_ID_ITEM_EQUIP_UPARMOR_ERUFUNOHEIFUKUUE,"Elf Plain Top"
NAME_ID_ITEM_EQUIP_UPARMOR_WEDYNOFUKU,"Weddie Shirt"
NAME_ID_ITEM_EQUIP_UPARMOR_DOWAHUSAGYOUKUBIMAKI,"Dwarf Work Scarf"
NAME_ID_ITEM_EQUIP_UPARMOR_PUKURIPONOFUKU,"Pukulipo Clothes"
NAME_ID_ITEM_EQUIP_UPARMOR_UROKONOYOROIUE,"Scale Armor Top"
NAME_ID_ITEM_EQUIP_UPARMOR_IYASHINOFUKU,"Healing Shirt"
NAME_ID_ITEM_EQUIP_UPARMOR_SEIDOUNOYOROIUE,"Bronze Armor Top"
NAME_ID_ITEM_EQUIP_UPARMOR_SHASHUNOFUKU,"Archer Shirt"
NAME_ID_ITEM_EQUIP_UPARMOR_NUSUTTONOFUKU,"Robber's Tunic"
NAME_ID_ITEM_EQUIP_UPARMOR_KINUNOROBUUE,"Silk Robe Top"
NAME_ID_ITEM_EQUIP_UPARMOR_SHUURENGIUE,"Training Tank Top"
NAME_ID_ITEM_EQUIP_UPARMOR_TETSUNOMUNEATE,"Iron Cuirass"
NAME_ID_ITEM_EQUIP_UPARMOR_SAFURANROBUUE,"Saffron Robe Top"
NAME_ID_ITEM_EQUIP_UPARMOR_KUSUSHINOROBUUE,"Apothecary Upper Robe"
NAME_ID_ITEM_EQUIP_UPARMOR_SHOKYUUMAHOUSENSHIFUKU,"Novice ARM Coat"
NAME_ID_ITEM_EQUIP_UPARMOR_KUSARIKATABIRAUE,"Chain Mail Top"
NAME_ID_ITEM_EQUIP_UPARMOR_TETSUNOYOROIUE,"Iron Armor Top"
NAME_ID_ITEM_EQUIP_UPARMOR_GINNOMUNEATE,"Silver Cuirass"
NAME_ID_ITEM_EQUIP_UPARMOR_SHINPEISHIKYUUMUNEATE,"Recruit Breastplate"
NAME_ID_ITEM_EQUIP_UPARMOR_MIKAWASHINOFUKUUE,"Evasion Cloak Top"
NAME_ID_ITEM_EQUIP_UPARMOR_HAYATENOBESUTO,"Agility Gilet"
NAME_ID_ITEM_EQUIP_UPARMOR_GAKUSYANOKOROMOUE,"Academic Robe Top"
NAME_ID_ITEM_EQUIP_UPARMOR_HAGANENOYOROIUE,"Steel Armor Top"
NAME_ID_ITEM_EQUIP_UPARMOR_MATADORUSUTSUUE,"Matador Suit Top"
NAME_ID_ITEM_EQUIP_UPARMOR_MAMORINOROBU,"Safety Robe"
NAME_ID_ITEM_EQUIP_UPARMOR_MAJINAISHIROBUUE,"Fizzle-Proof Shirt"
NAME_ID_ITEM_EQUIP_UPARMOR_SENSHINOYOROI,"Warrior Armor"
NAME_ID_ITEM_EQUIP_UPARMOR_BUTOUGI,"Strongsam"
NAME_ID_ITEM_EQUIP_UPARMOR_MAHOUTSUKAINOFUKU,"Mage Shirt"
NAME_ID_ITEM_EQUIP_UPARMOR_SOURYONOHOUI,"Priest Vestment"
NAME_ID_ITEM_EQUIP_UPARMOR_TABIGEININNOISHOUUE,"Minstrel Shirt"
NAME_ID_ITEM_EQUIP_UPARMOR_PARADHINCHEIN,"Paladin Chain Mail"
NAME_ID_ITEM_EQUIP_UPARMOR_BATOMASUAMAUE,"Battlemaster Chest"
NAME_ID_ITEM_EQUIP_UPARMOR_MAHOUSENSHIDANSEIFUKU,"Armamentalist Uniform"
NAME_ID_ITEM_EQUIP_UPARMOR_RENJYAKOTOUE,"Ranger Coat Top"
NAME_ID_ITEM_EQUIP_UPARMOR_DOUGUTSUKAINOFUKU,"Item Master Shirt"
NAME_ID_ITEM_EQUIP_UPARMOR_TOUZOKUNOCHUNIKKUUE,"Thief Tunic"
NAME_ID_ITEM_EQUIP_UPARMOR_KENJANOKOROMOUE,"Sage Robe Top"
NAME_ID_ITEM_EQUIP_UPARMOR_MAMONOTSUKAINOFUKU,"Monster Master Suit"
NAME_ID_ITEM_EQUIP_UPARMOR_SUTAKOTO,"Superstar Coat"
NAME_ID_ITEM_EQUIP_UPARMOR_ODORIKONOBESUTO,"踊り子の衣装上"
NAME_ID_ITEM_EQUIP_UPARMOR_ODORIKONODORESU,"踊り子の衣装上"
NAME_ID_ITEM_EQUIP_UPARMOR_TENCHIRAIMEISHINOSHOUZOKUUE,"Druid Attire Top"
NAME_ID_ITEM_EQUIP_UPARMOR_URANAISHINOFUKUUE,"Fortune Teller Shirt"
NAME_ID_ITEM_EQUIP_UPARMOR_ASOBININNOFUKU,"Gadabout Clothes"
NAME_ID_ITEM_EQUIP_UPARMOR_KENPOUGIUE,"Tussler's Top"
NAME_ID_ITEM_EQUIP_UPARMOR_MADOUSHINOKOROMOUE,"Wizard's Robe Top"
NAME_ID_ITEM_EQUIP_UPARMOR_MAHOUNOYOROIUE,"Magic Armor Top"
NAME_ID_ITEM_EQUIP_UPARMOR_SHINKANNOHOUIUE,"Minister Robe Top"
NAME_ID_ITEM_EQUIP_UPARMOR_KATARIBENOFUKUUE,"Storyteller's Shirt"
NAME_ID_ITEM_EQUIP_UPARMOR_BANDEDDOCHEIN,"Brigandine"
NAME_ID_ITEM_EQUIP_UPARMOR_GENBUNODOUGIUE,"Black Turtle Dogi"
NAME_ID_ITEM_EQUIP_UPARMOR_SHISAINOHOUI,"Pastor's Vestment"
NAME_ID_ITEM_EQUIP_UPARMOR_KIJYUTSUSHINOFUKU,"Illusionist's Shirt"
NAME_ID_ITEM_EQUIP_UPARMOR_PURACHINAMEIRUUE,"Platinum Mail Top"
NAME_ID_ITEM_EQUIP_UPARMOR_FENSAMANTO,"Fencing Cloak"
NAME_ID_ITEM_EQUIP_UPARMOR_MIZUNOHAGOROMOUE,"Flowing Dress Top"
NAME_ID_ITEM_EQUIP_UPARMOR_FURUTSUWAMONONOYOROIUE,"Veteran's Cuirass"
NAME_ID_ITEM_EQUIP_UPARMOR_YAIBANOYOROIUE,"Spiked Armor Top"
NAME_ID_ITEM_EQUIP_UPARMOR_SENSEIJYUTSUSHINOROBUUE,"Astrologer Upper Robe"
NAME_ID_ITEM_EQUIP_UPARMOR_HEVIAMAUE,"Heavy Armor Top"
NAME_ID_ITEM_EQUIP_UPARMOR_MUHOUMONONOBESUTO,"Freebooter's Bolero"
NAME_ID_ITEM_EQUIP_UPARMOR_TOREJYAKOTOUE,"Treasure Coat Top"
NAME_ID_ITEM_EQUIP_UPARMOR_INTERIROBUUE,"Scholar's Robe Top"
NAME_ID_ITEM_EQUIP_UPARMOR_MASUTABESUTO,"Master Vest"
NAME_ID_ITEM_EQUIP_UPARMOR_KOBUDOUGIUE,"Kobudo Shirt"
NAME_ID_ITEM_EQUIP_UPARMOR_GOSHIKKUBISUCHE,"Gothic Bustier"
NAME_ID_ITEM_EQUIP_UPARMOR_GOSIKKUKOTOUE,"Gothic Coat Top"
NAME_ID_ITEM_EQUIP_UPARMOR_TSUKINOROBUUE,"Moon Robe Top"
NAME_ID_ITEM_EQUIP_UPARMOR_SUPAIKUAMAUE,"Spike Armor Top"
NAME_ID_ITEM_EQUIP_UPARMOR_NOBURUKOTOUE,"Noble Coat Top"
NAME_ID_ITEM_EQUIP_UPARMOR_KURAUNBESUTO,"Clown Vest"
NAME_ID_ITEM_EQUIP_UPARMOR_KYUUDOUSHANODOUGIUE,"Seeker's Dogi Top"
NAME_ID_ITEM_EQUIP_UPARMOR_SEIKISHINOYOROIUE,"Holy Knight Armor"
NAME_ID_ITEM_EQUIP_UPARMOR_DAIKENJYANOHOUI,"Supreme Sage's Attire"
NAME_ID_ITEM_EQUIP_UPARMOR_SASURAINOKOTOUE,"Errant Coat Top"
NAME_ID_ITEM_EQUIP_UPARMOR_HITSUJINOKOROMOUE,"Sheep Shirt"
NAME_ID_ITEM_EQUIP_UPARMOR_KURIMUZONMEIRUUE,"Crimson Mail Top"
NAME_ID_ITEM_EQUIP_UPARMOR_OUGUNSHINOYOROI,"Royal Soldier Armor"
NAME_ID_ITEM_EQUIP_UPARMOR_REIBUNSUTSU,"Raven Suit"
NAME_ID_ITEM_EQUIP_UPARMOR_TAIMANOSHOUZOKUUE,"Exorcism Shirt"
NAME_ID_ITEM_EQUIP_UPARMOR_GAIKANOYOROIUE,"Valkyrie Armor Top"
NAME_ID_ITEM_EQUIP_UPARMOR_KOURYUUNODOUGI,"Yellow Dragon Dogi"
NAME_ID_ITEM_EQUIP_UPARMOR_VAIPAKOTO,"Viper Coat"
NAME_ID_ITEM_EQUIP_UPARMOR_SEIREIOUNOKUROKUUE,"Faerie King Cloak"
NAME_ID_ITEM_EQUIP_UPARMOR_MAGISHIBESUTO,"Technomancer Vest"
NAME_ID_ITEM_EQUIP_UPARMOR_GOKUJYUUNOKEPU,"Hell Beast Cape"
NAME_ID_ITEM_EQUIP_UPARMOR_MAITENOFUKU,"Performer's Shirt"
NAME_ID_ITEM_EQUIP_UPARMOR_ROTONOYOROI,"Erdrick's Armor"
NAME_ID_ITEM_EQUIP_UNDERARMOR_KAWANOZUBON,"Leather Pants"
NAME_ID_ITEM_EQUIP_UNDERARMOR_ASANOTANPAN,"Linen Shorts"
NAME_ID_ITEM_EQUIP_UNDERARMOR_ETENENOKOSHINUNO,"Ethene Loincloth"
NAME_ID_ITEM_EQUIP_UNDERARMOR_OGANOMURABITOKUTSU,"Ogre Villager Shoes"
NAME_ID_ITEM_EQUIP_UNDERARMOR_ERUFUNOHEIFUKUSHITA,"Elf Plain Bottoms"
NAME_ID_ITEM_EQUIP_UNDERARMOR_WEDYNOZUBON,"Weddie Trousers"
NAME_ID_ITEM_EQUIP_UNDERARMOR_DOWAHUSAGYOUMAEKAKE,"Dwarf Work Apron"
NAME_ID_ITEM_EQUIP_UNDERARMOR_PUKURIPONOZUBON,"Pukulipo Pants"
NAME_ID_ITEM_EQUIP_UNDERARMOR_UROKONOYOROISHITA,"Scale Armor Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_IYASHINOZUBON,"Healing Pants"
NAME_ID_ITEM_EQUIP_UNDERARMOR_SEIDOUNOYOROISHITA,"Bronze Armor Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_SHASHUNOTAITSU,"Archer Tights"
NAME_ID_ITEM_EQUIP_UNDERARMOR_NUSUTTOTAITSU,"Robber's Tights"
NAME_ID_ITEM_EQUIP_UNDERARMOR_KINUNOROBUSHITA,"Silk Robe Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_SHUURENGISHITA,"Training Pants"
NAME_ID_ITEM_EQUIP_UNDERARMOR_TETSUNOKOSHIDARE,"Iron Faulds"
NAME_ID_ITEM_EQUIP_UNDERARMOR_SAFURANROBUSHITA,"Saffron Robe Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_KUSUSHINOROBUSHITA,"Apothecary Lower Robe"
NAME_ID_ITEM_EQUIP_UNDERARMOR_SHOKYUUMAHOUSENSHITAITSU,"Novice ARM Tights"
NAME_ID_ITEM_EQUIP_UNDERARMOR_KUSARIKATABIRASHITA,"Chain Mail Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_TETSUNOYOROISHITA,"Iron Armor Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_GINNOKOSHIDARE,"Silver Faulds"
NAME_ID_ITEM_EQUIP_UNDERARMOR_SHINPEISHIKYUUKOSHIDARE,"Recruit Armor Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_MIKAWASHINOFUKUSHITA,"Evasion Cloak Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_HAYATENOKYUROTTO,"Agility Culottes"
NAME_ID_ITEM_EQUIP_UNDERARMOR_GAKUSYANOKOROMOSHITA,"Academic Robe Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_HAGANENOYOROISHITA,"Steel Armor Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_MATADORUSUTSUSHITA,"Matador Suit Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_MAMORINOKUTSU,"Safety Shoes"
NAME_ID_ITEM_EQUIP_UNDERARMOR_MAJINAISHIROBUSHITA,"Fizzle-Proof Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_SENSHINOREGASU,"Warrior Shin Guards"
NAME_ID_ITEM_EQUIP_UNDERARMOR_BUTOUKANOKUTSU,"Martial Artist Shoes"
NAME_ID_ITEM_EQUIP_UNDERARMOR_MAHOUTSUKAINOZUBON,"Mage Pants"
NAME_ID_ITEM_EQUIP_UNDERARMOR_SOURYONOBUTSU,"Priest Boots"
NAME_ID_ITEM_EQUIP_UNDERARMOR_TABIGEININNOISHOUSHITA,"Minstrel Pants"
NAME_ID_ITEM_EQUIP_UNDERARMOR_PARADHINTAITSU,"Paladin Tights"
NAME_ID_ITEM_EQUIP_UNDERARMOR_BATOMASUAMASHITA,"Battlemaster Leggings"
NAME_ID_ITEM_EQUIP_UNDERARMOR_MAHOUSENSHIDANBUTSU,"Armamentalist Boots"
NAME_ID_ITEM_EQUIP_UNDERARMOR_RENJYAKOTOSHITA,"Ranger Coat Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_DOUGUTSUKAINOZUBON,"Item Master Pants"
NAME_ID_ITEM_EQUIP_UNDERARMOR_TOUZOKUNOCHUNIKKUSHITA,"Thief Pants"
NAME_ID_ITEM_EQUIP_UNDERARMOR_KENJANOKOROMOSHITA,"Sage Robe Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_MAMONOTSUKAINOKUTSU,"Monster Master Shoes"
NAME_ID_ITEM_EQUIP_UNDERARMOR_SUTASHUZU,"Master Shoes"
NAME_ID_ITEM_EQUIP_UNDERARMOR_ODORIKONOZUBON,"踊り子の衣装下"
NAME_ID_ITEM_EQUIP_UNDERARMOR_ODORIKONOSUKATO,"踊り子の衣装下"
NAME_ID_ITEM_EQUIP_UNDERARMOR_TENCHIRAIMEISHINOSHOUZOKUSHITA,"Druid Attire Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_URANAISHINOSANDARU,"Fortune Teller Sandals"
NAME_ID_ITEM_EQUIP_UNDERARMOR_ASOBININNOKUTSU,"Gadabout Shoes"
NAME_ID_ITEM_EQUIP_UNDERARMOR_KENPOUGISHITA,"Tussler's Trousers"
NAME_ID_ITEM_EQUIP_UNDERARMOR_MADOUSHINOKOROMOSHITA,"Wizard's Robe Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_MAHOUNOYOROISHITA,"Magic Armor Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_SHINKANNOHOUISHITA,"Minister Robe Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_KATARIBENOFUKUSHITA,"Storyteller's Kilt"
NAME_ID_ITEM_EQUIP_UNDERARMOR_BANDEDDOBOTOMU,"Brigand's Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_GENBUNODOUGISHITA,"Black Turtle Pants"
NAME_ID_ITEM_EQUIP_UNDERARMOR_SHISAINOBUTSU,"Pastor's Boots"
NAME_ID_ITEM_EQUIP_UNDERARMOR_KIJYUTSUSHINOZUBON,"Illusionist's Pants"
NAME_ID_ITEM_EQUIP_UNDERARMOR_PURACHINAMEIRUSHITA,"Platinum Mail Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_FENSABUTSU,"Fencing Boots"
NAME_ID_ITEM_EQUIP_UNDERARMOR_MIZUNOHAGOROMOSHITA,"Flowing Dress Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_FURUTSUWAMONONOYOROISHITA,"Veteran's Faulds"
NAME_ID_ITEM_EQUIP_UNDERARMOR_YAIBANOYOROISHITA,"Spiked Armor Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_SENSEIJYUTSUSHINOROBUSHITA,"Astrologer Lower Robe"
NAME_ID_ITEM_EQUIP_UNDERARMOR_HEVIAMASHITA,"Heavy Armor Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_MUHOUMONONOZUBON,"Freebooter's Trousers"
NAME_ID_ITEM_EQUIP_UNDERARMOR_TOREJYAKOTOUE,"Treasure Coat Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_INTERIROBUSHITA,"Scholar's Robe Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_MASUTASURAKKUSU,"Master Slacks"
NAME_ID_ITEM_EQUIP_UNDERARMOR_KOBUDOUGISHITA,"Kobudo Pants"
NAME_ID_ITEM_EQUIP_UNDERARMOR_GOSIKKUKOTOSHITA,"Gothic Coat Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_GOSHIKKUFURIRU,"Gothic Skirt"
NAME_ID_ITEM_EQUIP_UNDERARMOR_TSUKINOROBUSHITA,"Moon Robe Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_SUPAIKUAMASHITA,"Spike Armor Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_NOBURUKOTOSHITA,"Noble Coat Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_KURAUNZUBON,"Clown Trousers"
NAME_ID_ITEM_EQUIP_UNDERARMOR_KYUUDOUSHANODOUGISHITA,"Seeker's Dogi Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_SEIKISHINOYOROISHITA,"Holy Knight Bottoms"
NAME_ID_ITEM_EQUIP_UNDERARMOR_DAIKENJYANOKUTSU,"Supreme Sage's Shoes"
NAME_ID_ITEM_EQUIP_UNDERARMOR_SASURAINOKOTOSHITA,"Errant Coat Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_HITSUJINOKOROMOSHITA,"Sheep Skirt"
NAME_ID_ITEM_EQUIP_UNDERARMOR_KURIMUZONMEIRUSHITA,"Crimson Mail Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_OUGUNSHINOYOROIGURIBU,"Royal Soldier Greaves"
NAME_ID_ITEM_EQUIP_UNDERARMOR_REIBUNBUTSU,"Raven Boots"
NAME_ID_ITEM_EQUIP_UNDERARMOR_TAIMANOSHOUZOKUSHITA,"Exorcism Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_GAIKANOYOROISHITA,"Valkyrie Armor Bottom"
NAME_ID_ITEM_EQUIP_UNDERARMOR_KOURYUUNOKUTSU,"Yellow Dragon Shoes"
NAME_ID_ITEM_EQUIP_UNDERARMOR_VAIPABUTSU,"Viper Boots"
NAME_ID_ITEM_EQUIP_UNDERARMOR_SEIREIOUNOKUROKUSHITA,"Faerie King Skirt"
NAME_ID_ITEM_EQUIP_UNDERARMOR_MAGISHIZUBON,"Technomancer Pants"
NAME_ID_ITEM_EQUIP_UNDERARMOR_GOKUJYUUNOZUBON,"Hell Beast Pants"
NAME_ID_ITEM_EQUIP_UNDERARMOR_MAITENOZUBON,"Performer's Pants"
NAME_ID_ITEM_EQUIP_UNDERARMOR_ROTONOBUTSU,"Erdrick's Boots"
RUBY_ID_ITEM_EQUIP_HELM_KAWANOBOUSHI,"かわのぼうし"
RUBY_ID_ITEM_EQUIP_HELM_ASANOBOUSHI,"あさのぼうし"
RUBY_ID_ITEM_EQUIP_HELM_DOWAHUSAGYOUBOUSHI,"どわーふさぎょうぼうし"
RUBY_ID_ITEM_EQUIP_HELM_PUKURIPOZUKIN,"ぷくりぽずきん"
